Unnamed: 0,epsilon_value,result,time,verifier,obtained_labels,network_name,image_name,mps_path
17,0.361,TIMEOUT,3600.051928281784,Symphony,,mnist-net_256x2,image_2,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_2/mnist-net_256x2_2_0_361.mps
18,0.381,TIMEOUT,3600.048282623291,Symphony,,mnist-net_256x2,image_2,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_2/mnist-net_256x2_2_0_381.mps
20,0.023,UNSAT,5.925,Symphony,,mnist-net_256x2,image_2,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_2/mnist-net_256x2_2_0_023.mps
21,0.025,UNSAT,23.146,Symphony,,mnist-net_256x2,image_2,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_2/mnist-net_256x2_2_0_025.mps
22,0.027,UNSAT,43.903,Symphony,,mnist-net_256x2,image_2,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_2/mnist-net_256x2_2_0_027.mps
23,0.029,UNSAT,133.2,Symphony,,mnist-net_256x2,image_2,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_2/mnist-net_256x2_2_0_029.mps
24,0.031,UNSAT,1081.033,Symphony,,mnist-net_256x2,image_2,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_2/mnist-net_256x2_2_0_031.mps
25,0.033,UNSAT,1782.442,Symphony,,mnist-net_256x2,image_2,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_2/mnist-net_256x2_2_0_033.mps
26,0.035,TIMEOUT,3600.039719104767,Symphony,,mnist-net_256x2,image_2,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_2/mnist-net_256x2_2_0_035.mps
0,0.181,TIMEOUT,3600.0627665519714,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_181.mps
1,0.201,TIMEOUT,3600.093456745148,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_201.mps
2,0.161,TIMEOUT,3600.070246219635,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_161.mps
3,0.221,TIMEOUT,3600.0915467739105,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_221.mps
4,0.141,TIMEOUT,3600.058045148849,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_141.mps
5,0.241,TIMEOUT,3600.0718579292297,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_241.mps
6,0.121,TIMEOUT,3600.0747468471527,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_121.mps
7,0.261,TIMEOUT,3600.0534813404083,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_261.mps
8,0.101,TIMEOUT,3600.0708503723145,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_101.mps
9,0.281,TIMEOUT,3600.0670552253723,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_281.mps
10,0.081,TIMEOUT,3600.048276424408,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_081.mps
11,0.301,TIMEOUT,3600.077682495117,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_301.mps
12,0.061,TIMEOUT,3600.045269727707,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_061.mps
13,0.321,TIMEOUT,3600.0592398643494,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_321.mps
14,0.041,UNSAT,59.981,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_041.mps
15,0.361,TIMEOUT,3600.063469171524,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_361.mps
16,0.341,TIMEOUT,3600.0685980319977,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_341.mps
17,0.381,TIMEOUT,3600.06062412262,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_381.mps
18,0.021,UNSAT,,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_021.mps
19,0.023,UNSAT,,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_023.mps
20,0.025,UNSAT,,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_025.mps
21,0.027,UNSAT,,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_027.mps
22,0.029,UNSAT,0.291,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_029.mps
23,0.031,UNSAT,2.51,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_031.mps
24,0.033,UNSAT,12.53,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_033.mps
25,0.035,UNSAT,17.067,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_035.mps
26,0.037,UNSAT,33.856,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_037.mps
27,0.039,UNSAT,28.326,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_039.mps
29,0.043,UNSAT,228.703,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_043.mps
30,0.045,UNSAT,356.357,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_045.mps
31,0.047,UNSAT,1150.715,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_047.mps
32,0.049,UNSAT,777.768,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_049.mps
33,0.051,UNSAT,3104.372,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_051.mps
34,0.053,TIMEOUT,3600.0418543815613,Symphony,,mnist-net_256x2,image_1,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_1/mnist-net_256x2_1_0_053.mps
0,0.181,TIMEOUT,3600.0860357284546,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_181.mps
1,0.201,TIMEOUT,3600.0739336013794,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_201.mps
2,0.161,TIMEOUT,3600.0810079574585,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_161.mps
3,0.221,TIMEOUT,3600.064273118973,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_221.mps
4,0.141,TIMEOUT,3600.0692298412323,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_141.mps
5,0.241,TIMEOUT,3600.0563671588898,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_241.mps
6,0.121,TIMEOUT,3600.0576605796814,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_121.mps
7,0.261,TIMEOUT,3600.0572867393494,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_261.mps
8,0.101,TIMEOUT,3600.05086684227,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_101.mps
9,0.281,TIMEOUT,3600.057868242264,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_281.mps
10,0.081,TIMEOUT,3600.066864967346,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_081.mps
11,0.301,TIMEOUT,3600.051317214966,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_301.mps
12,0.061,TIMEOUT,3600.0543670654297,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_061.mps
13,0.321,TIMEOUT,3600.063158750534,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_321.mps
14,0.041,TIMEOUT,3600.050109148025,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_041.mps
15,0.341,TIMEOUT,3600.0518469810486,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_341.mps
16,0.021,UNSAT,,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_021.mps
17,0.361,TIMEOUT,3600.05464720726,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_361.mps
18,0.381,TIMEOUT,3600.051963329315,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_381.mps
20,0.023,UNSAT,,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_023.mps
21,0.025,UNSAT,0.363,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_025.mps
22,0.027,UNSAT,5.934,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_027.mps
23,0.029,UNSAT,35.495,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_029.mps
24,0.031,UNSAT,32.832,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_031.mps
25,0.033,UNSAT,495.006,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_033.mps
26,0.035,UNSAT,191.347,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_035.mps
27,0.037,UNSAT,325.092,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_037.mps
28,0.039,TIMEOUT,3600.040333032608,Symphony,,mnist-net_256x2,image_5,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_5/mnist-net_256x2_5_0_039.mps
0,0.181,TIMEOUT,3600.063792705536,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_181.mps
1,0.201,TIMEOUT,3600.07577252388,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_201.mps
2,0.161,TIMEOUT,3600.074990272522,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_161.mps
3,0.221,TIMEOUT,3600.0782086849213,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_221.mps
4,0.141,TIMEOUT,3600.05558180809,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_141.mps
5,0.241,TIMEOUT,3600.0683665275574,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_241.mps
6,0.121,TIMEOUT,3600.061655044556,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_121.mps
7,0.261,TIMEOUT,3600.0608298778534,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_261.mps
8,0.101,TIMEOUT,3600.04889535904,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_101.mps
9,0.281,TIMEOUT,3600.054471731186,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_281.mps
10,0.081,TIMEOUT,3600.047271728516,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_081.mps
11,0.301,TIMEOUT,3600.0618937015533,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_301.mps
12,0.061,TIMEOUT,3600.0461432933807,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_061.mps
13,0.321,TIMEOUT,3600.06141281128,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_321.mps
14,0.041,TIMEOUT,3600.040198326111,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_041.mps
15,0.341,TIMEOUT,3600.06825876236,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_341.mps
16,0.021,UNSAT,129.461,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_021.mps
17,0.361,TIMEOUT,3600.06471157074,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_361.mps
18,0.381,TIMEOUT,3600.0648176670074,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_381.mps
20,0.023,UNSAT,142.383,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_023.mps
21,0.025,UNSAT,2363.3,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_025.mps
22,0.027,TIMEOUT,3600.04151058197,Symphony,,mnist-net_256x2,image_0,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_0/mnist-net_256x2_0_0_027.mps
0,0.181,TIMEOUT,3600.0584275722504,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_181.mps
1,0.201,TIMEOUT,3600.066230773926,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_201.mps
2,0.161,TIMEOUT,3600.059543609619,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_161.mps
3,0.221,TIMEOUT,3600.071375846863,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_221.mps
4,0.141,TIMEOUT,3600.0636687278748,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_141.mps
5,0.241,TIMEOUT,3600.057108402252,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_241.mps
6,0.121,TIMEOUT,3600.074691295624,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_121.mps
7,0.261,TIMEOUT,3600.0658066272736,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_261.mps
8,0.101,SAT,2243.045,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_101.mps
9,0.041,SAT,660.001,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_041.mps
10,0.001,UNSAT,32.31206464767456,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_001.mps
11,0.021,UNSAT,5.507,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_021.mps
13,0.023,UNSAT,9.055,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_023.mps
14,0.025,UNSAT,22.872,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_025.mps
15,0.027,SAT,102.745,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_027.mps
16,0.029,SAT,53.919,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_029.mps
17,0.031,SAT,36.145,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_031.mps
18,0.033,SAT,294.21,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_033.mps
19,0.035,SAT,259.175,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_035.mps
20,0.037,SAT,264.557,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_037.mps
21,0.039,SAT,1314.234,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_039.mps
22,0.041,SAT,899.682,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_041.mps
23,0.039,SAT,622.043,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_039.mps
24,0.037,SAT,134.604,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_037.mps
25,0.035,SAT,123.115,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_035.mps
26,0.033,SAT,139.937,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_033.mps
27,0.031,SAT,16.57,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_031.mps
28,0.029,SAT,26.266,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_029.mps
