Unnamed: 0,epsilon_value,result,time,verifier,obtained_labels,network_name,image_name,mps_path
29,0.027,SAT,46.305,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_027.mps
33,0.019,UNSAT,1.449,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_019.mps
34,0.017,UNSAT,0.19,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_017.mps
35,0.015,UNSAT,,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_015.mps
36,0.013,UNSAT,,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_013.mps
37,0.011,UNSAT,,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_011.mps
38,0.009,UNSAT,,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_009.mps
39,0.007,UNSAT,,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_007.mps
40,0.005,UNSAT,,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_005.mps
41,0.003,UNSAT,25.663934469223022,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_003.mps
42,0.001,UNSAT,25.09493637084961,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_001.mps
43,0.043,SAT,3009.304,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_043.mps
44,0.045,SAT,976.052,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_045.mps
45,0.047,TIMEOUT,3600.0391137599945,Symphony,,mnist-net_256x2,image_4,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_4/mnist-net_256x2_4_0_047.mps
0,0.181,SAT,3149.432,Symphony,,mnist-net_256x2,image_3,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_3/mnist-net_256x2_3_0_181.mps
1,0.081,TIMEOUT,3600.053705692292,Symphony,,mnist-net_256x2,image_3,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_3/mnist-net_256x2_3_0_081.mps
2,0.061,TIMEOUT,3600.0413444042206,Symphony,,mnist-net_256x2,image_3,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_3/mnist-net_256x2_3_0_061.mps
3,0.101,TIMEOUT,3600.0531656742096,Symphony,,mnist-net_256x2,image_3,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_3/mnist-net_256x2_3_0_101.mps
5,0.141,SAT,3189.514,Symphony,,mnist-net_256x2,image_3,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_3/mnist-net_256x2_3_0_141.mps
6,0.121,TIMEOUT,3600.056911468506,Symphony,,mnist-net_256x2,image_3,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_3/mnist-net_256x2_3_0_121.mps
7,0.041,UNSAT,9.923,Symphony,,mnist-net_256x2,image_3,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_3/mnist-net_256x2_3_0_041.mps
8,0.043,UNSAT,27.367,Symphony,,mnist-net_256x2,image_3,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_3/mnist-net_256x2_3_0_043.mps
9,0.045,UNSAT,46.11,Symphony,,mnist-net_256x2,image_3,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_3/mnist-net_256x2_3_0_045.mps
10,0.047,UNSAT,45.971,Symphony,,mnist-net_256x2,image_3,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_3/mnist-net_256x2_3_0_047.mps
11,0.049,UNSAT,145.194,Symphony,,mnist-net_256x2,image_3,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_3/mnist-net_256x2_3_0_049.mps
12,0.051,UNSAT,332.394,Symphony,,mnist-net_256x2,image_3,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_3/mnist-net_256x2_3_0_051.mps
13,0.053,UNSAT,195.972,Symphony,,mnist-net_256x2,image_3,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_3/mnist-net_256x2_3_0_053.mps
14,0.055,UNSAT,416.401,Symphony,,mnist-net_256x2,image_3,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_3/mnist-net_256x2_3_0_055.mps
15,0.057,UNSAT,1270.146,Symphony,,mnist-net_256x2,image_3,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_3/mnist-net_256x2_3_0_057.mps
16,0.059,TIMEOUT,3600.0374989509583,Symphony,,mnist-net_256x2,image_3,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net_256x2/image_3/mnist-net_256x2_3_0_059.mps
0,0.181,TIMEOUT,3600.050683736801,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_181.mps
1,0.201,TIMEOUT,3600.047043800354,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_201.mps
2,0.161,TIMEOUT,3600.044286966324,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_161.mps
3,0.221,TIMEOUT,3600.0514154434204,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_221.mps
4,0.141,TIMEOUT,3600.056534051895,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_141.mps
5,0.241,TIMEOUT,3600.0571501255035,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_241.mps
6,0.121,TIMEOUT,3600.0392627716064,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_121.mps
7,0.261,TIMEOUT,3600.059735536576,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_261.mps
8,0.101,TIMEOUT,3600.0439653396606,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_101.mps
9,0.281,TIMEOUT,3600.051151037216,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_281.mps
10,0.081,TIMEOUT,3600.0382738113403,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_081.mps
11,0.301,TIMEOUT,3600.0541608333588,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_301.mps
12,0.061,TIMEOUT,3600.036980628968,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_061.mps
13,0.321,TIMEOUT,3600.0506846904755,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_321.mps
14,0.041,TIMEOUT,3600.04714179039,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_041.mps
15,0.341,TIMEOUT,3600.0588278770447,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_341.mps
16,0.021,UNSAT,,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_021.mps
17,0.361,TIMEOUT,3600.0545661449432,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_361.mps
18,0.381,TIMEOUT,3600.0545661449432,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_381.mps
20,0.023,UNSAT,,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_023.mps
21,0.025,UNSAT,,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_025.mps
22,0.027,UNSAT,0.562,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_027.mps
23,0.029,UNSAT,26.851,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_029.mps
24,0.031,UNSAT,49.952,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_031.mps
25,0.033,UNSAT,458.467,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_033.mps
26,0.035,UNSAT,2064.872,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_035.mps
27,0.037,TIMEOUT,3600.0422790050507,Symphony,,mnist-net,image_7,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_7/mnist-net_7_0_037.mps
0,0.181,TIMEOUT,3600.0482296943665,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_181.mps
1,0.201,TIMEOUT,3600.0623524188995,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_201.mps
2,0.161,TIMEOUT,3600.045012950897,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_161.mps
3,0.221,TIMEOUT,3600.055769443512,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_221.mps
4,0.141,TIMEOUT,3600.0461542606354,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_141.mps
5,0.241,TIMEOUT,3600.053276062012,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_241.mps
6,0.121,TIMEOUT,3600.057327747345,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_121.mps
7,0.261,TIMEOUT,3600.055779695511,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_261.mps
8,0.101,TIMEOUT,3600.0436651706696,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_101.mps
9,0.281,TIMEOUT,3600.06593990326,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_281.mps
10,0.081,SAT,1137.613,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_081.mps
11,0.021,UNSAT,,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_021.mps
12,0.041,TIMEOUT,3600.0340394973755,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_041.mps
13,0.061,TIMEOUT,3600.03781747818,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_061.mps
15,0.023,UNSAT,,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_023.mps
16,0.025,UNSAT,,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_025.mps
17,0.027,UNSAT,0.616,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_027.mps
18,0.029,UNSAT,5.913,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_029.mps
19,0.031,UNSAT,147.938,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_031.mps
20,0.033,UNSAT,460.672,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_033.mps
21,0.035,UNSAT,2825.176,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_035.mps
22,0.079,TIMEOUT,3600.030681848526,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_079.mps
23,0.037,TIMEOUT,3600.041308164597,Symphony,,mnist-net,image_6,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_6/mnist-net_6_0_037.mps
0,0.181,TIMEOUT,3600.0487558841705,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_181.mps
1,0.201,TIMEOUT,3600.0545449256897,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_201.mps
2,0.161,TIMEOUT,3600.059894323349,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_161.mps
3,0.221,TIMEOUT,3600.0467913150787,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_221.mps
4,0.141,TIMEOUT,3600.0632333755493,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_141.mps
5,0.241,TIMEOUT,3600.0500395298004,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_241.mps
6,0.121,TIMEOUT,3600.037501335144,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_121.mps
7,0.261,TIMEOUT,3600.054661512375,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_261.mps
8,0.101,TIMEOUT,3600.0451114177704,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_101.mps
9,0.281,TIMEOUT,3600.054613113404,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_281.mps
10,0.081,TIMEOUT,3600.043604373932,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_081.mps
11,0.301,TIMEOUT,3600.056573867798,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_301.mps
12,0.061,SAT,238.681,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_061.mps
13,0.021,UNSAT,,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_021.mps
15,0.041,UNSAT,5.196,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_041.mps
16,0.043,UNSAT,4.605,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_043.mps
17,0.045,UNSAT,9.76,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_045.mps
18,0.047,UNSAT,39.14,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_047.mps
19,0.049,UNSAT,72.156,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_049.mps
20,0.051,UNSAT,103.752,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_051.mps
21,0.053,UNSAT,145.532,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_053.mps
22,0.055,UNSAT,638.888,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_055.mps
23,0.059,UNSAT,2275.459,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_059.mps
24,0.057,UNSAT,1103.577,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_057.mps
25,0.057,UNSAT,605.812,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_057.mps
26,0.055,UNSAT,262.951,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_055.mps
27,0.053,UNSAT,59.261,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_053.mps
28,0.051,UNSAT,45.049,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_051.mps
29,0.049,UNSAT,25.072,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_049.mps
30,0.047,UNSAT,15.848,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_047.mps
31,0.045,UNSAT,5.058,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_045.mps
32,0.043,UNSAT,2.421,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_043.mps
33,0.041,UNSAT,2.703,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_041.mps
34,0.039,UNSAT,2.006,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_039.mps
35,0.037,UNSAT,0.295,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_037.mps
36,0.035,UNSAT,,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_035.mps
37,0.033,UNSAT,,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_033.mps
38,0.031,UNSAT,,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_031.mps
39,0.029,UNSAT,,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_029.mps
40,0.027,UNSAT,,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_027.mps
41,0.059,UNSAT,3028.086,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_059.mps
42,0.025,UNSAT,,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_025.mps
43,0.023,UNSAT,,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_023.mps
44,0.021,UNSAT,,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_021.mps
45,0.061,SAT,281.47,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_061.mps
46,0.019,UNSAT,,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_019.mps
47,0.017,UNSAT,,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_017.mps
48,0.015,UNSAT,,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_015.mps
49,0.013,UNSAT,,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_013.mps
50,0.011,ERR,,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_011.mps
51,0.063,TIMEOUT,3600.0438680648804,Symphony,,mnist-net,image_9,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_9/mnist-net_9_0_063.mps
0,0.181,TIMEOUT,3600.069388628006,Symphony,,mnist-net,image_2,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_2/mnist-net_2_0_181.mps
1,0.201,TIMEOUT,3600.064629793167,Symphony,,mnist-net,image_2,/home/annelot/WARMSTART_PROJECT/baseline_symphony_21-01-2026+15_00/tmp/mnist-net/image_2/mnist-net_2_0_201.mps
